1.7179,2.172
2.934,3.2538
0.26227,1.5523
-0.59746,-0.31861
-0.37518,2.931
-0.11729,0.82685
0.20581,0.86781
1.6823,2.6753
-1.4679,0.49176
1.2792,1.3961
0.078959,1.6597
2.301,5.8366
-0.012317,2.2139
1.0089,1.0462
-0.10937,0.093217
0.19357,1.1895
0.6922,-0.4829
0.72929,4.5179
0.37903,1.9442
2.335,1.0598
1.6509,2.5485
3.195,1.1412
0.6719,2.665
2.2621,2.4555
-1.4839,0.64215
1.7555,2.9614
1.4395,3.5009
0.55727,0.56162
1.8227,0.3226
2.0384,2.4413
2.223,1.4942
1.4967,2.9059
1.7112,-0.30858
0.20249,2.8011
-0.29583,1.708
0.68335,0.1919
1.2207,1.6617
2.1252,3.8695
0.064646,5.0175
0.42084,1.1551
4.5194,6.0341
0.26335,0.31918
3.2721,3.6012
2.1372,2.3461
0.34,2.1209
0.87392,1.1988
0.74542,-0.22618
1.5602,1.9238
2.6158,3.5669
-0.93788,0.15172
3.3945,3.0984
1.9203,3.1143
0.35053,2.4182
0.8509,0.84093
1.3545,1.8097
1.3504,3.4747
2.4208,3.2961
2.2899,0.76397
0.57558,4.0233
0.84627,1.0095
1.8682,1.4735
1.1424,-0.0025708
2.3445,2.6078
0.1874,1.3853
1.5581,1.8465
1.3412,0.96593
2.6469,0.51027
-0.59202,5.5001
1.0009,4.1975
1.0633,1.5107
-1.771,0.24842
2.4768,3.3692
4.3239,3.8816
0.72528,1.0081
1.3396,3.5614
0.45027,0.019545
1.4547,5.1249
0.55058,-0.83791
0.87957,1.4579
2.9146,4.3714
-0.0024559,1.5998
0.31861,-0.58962
0.91018,3.2981
0.84326,2.1494
2.703,1.7806
3.4034,3.9644
-0.15742,2.4455
0.24153,4.7643
1.6158,2.2146
0.54955,1.3119
3.358,2.6085
2.9356,0.28521
1.6614,3.1412
1.6669,-0.62626
0.5996,1.3762
1.9036,2.1137
2.334,3.9995
1.1675,-1.9609
3.2814,4.6476
1.7935,1.6933
0.86971,0.032775
1.4389,2.2381
2.2975,3.083
0.52889,1.1098
0.89888,-0.20884
3.8081,5.3707
0.43925,1.9685
2.1197,1.6051
1.9681,4.3338
2.8801,3.6118
1.6224,0.5002
-1.9169,1.2423
-0.0087247,-1.2047
1.6055,0.79748
1.305,2.3961
3.322,3.9289
2.664,3.054
1.5879,-0.49374
1.098,3.2545
-0.83218,2.8001
3.2045,4.9685
1.1586,1.2557
-0.82925,0.3781
1.5127,0.80358
1.1218,2.4359
0.32516,1.9834
1.5834,1.204
0.16286,2.8677
-0.595,2.336
-1.0757,1.7758
0.56954,0.65106
0.25801,-0.38336
1.5208,3.2524
-0.77795,3.1025
0.75361,-0.029344
-0.78089,-2.2501
3.1413,5.3259
0.8616,1.8306
2.4509,4.5532
1.5856,3.7773
2.0751,0.83051
-0.36569,0.5874
2.488,1.628
2.7187,3.2451
-1.4573,2.3031
0.79118,1.9626
0.22845,-1.515
1.1852,3.9141
-0.0060007,1.4291
1.3302,1.516
1.7065,-0.67503
1.2896,2.7128
0.85997,2.2789
-0.52565,1.6238
1.0681,0.46079
0.38362,0.57894
-0.51337,-0.20615
0.93347,4.5787
0.7519,0.65728
1.2273,1.8419
2.1741,1.3679
1.6818,3.7228
2.545,2.8649
0.13707,1.6135
-0.022979,2.7906
0.88769,2.9243
2.6366,4.0858
2.5425,-0.24056
0.85114,2.2369
0.29377,3.0109
-0.79925,1.4842
1.7949,3.7744
1.027,5.1205
-0.39358,3.0314
0.60412,0.12961
-1.1646,-0.45206
1.5088,2.1125
0.79413,0.9417
2.9301,2.9874
-0.6085,2.8786
2.1483,1.8783
1.17,1.6783
1.0977,1.7227
1.848,3.472
2.4121,4.3247
-0.2673,1.057
2.5605,2.4276
-0.4317,2.5485
-0.27091,2.3325
0.20422,2.2599
1.8714,7.2792
-0.26599,1.323
1.396,2.7259
1.4873,2.1562
1.1824,3.0066
1.6562,1.6064
-0.38773,2.6821
2.1922,5.3588
1.1343,2.2016
1.8638,2.3936
-0.16371,0.5102
1.0616,1.3419
2.0384,0.099646
2.1999,2.607
0.9002,0.65281
-1.1931,2.5852
-0.29778,1.4865
1.2587,2.2282
1.9398,4.5843
1.548,-0.28615
0.27513,2.0684
3.6556,1.9689
1.0856,1.1071
2.0241,2.9635
0.50814,3.0242
-0.31921,0.021474
1.8108,3.273
2.2278,4.8365
3.1561,1.9803
0.37409,0.19002
-0.92624,0.88217
2.9136,4.0112
1.3125,2.1808
-0.33366,0.04293
0.33837,1.7905
0.042962,1.7562
2.3737,2.1342
1.7006,0.76011
1.2872,2.8014
1.2845,2.1876
0.027988,0.91321
2.1751,1.7474
1.4099,1.5018
0.69102,0.554
0.78144,0.35257
0.87963,3.7836
-0.049564,1.0468
1.8772,-0.02978
2.6473,2.2266
3.9272,5.2249
1.5962,1.5529
0.026828,4.0457
1.2378,0.99479
-0.19156,0.21687
0.27449,0.073068
0.2203,3.2581
0.01411,0.58745
1.4475,2.8666
-0.31969,-1.1667
1.7895,1.6128
1.9411,3.5028
2.2276,0.82716
0.97583,2.0596
1.7324,3.2213
3.1334,5.8225
1.0627,2.9743
0.78952,3.2656
3.0972,2.6798
-1.9685,-0.54356
0.45976,1.774
3.8757,2.3355
0.44217,3.3238
0.33701,2.7568
-0.45118,2.5797
1.9382,4.3817
-1.4965,0.41544
0.054143,0.61464
1.6709,3.1528
0.99829,3.6853
1.7382,3.6784
1.1496,3.4697
1.8056,4.6651
-0.52329,1.5619
1.258,3.9101
-0.85359,0.92347
1.9268,3.6853
0.63253,-0.26462
1.7754,4.7005
0.36406,-0.96159
1.3889,2.5233
2.2472,2.2059
-1.3424,-1.0351
-1.2095,1.229
-1.1681,1.2475
2.0041,4.6396
1.4794,2.4743
0.16884,2.3706
2.7737,3.3694
1.163,4.2416
-0.87755,2.5821
-0.20587,1.3265
-0.63903,1.2454
2.1298,5.2504
0.28874,1.243
-0.3866,2.4636
0.31715,0.32402
0.010322,0.31909
2.0092,3.8397
1.5648,3.2718
1.3577,3.7533
1.492,1.3542
1.0508,3.5192
-0.1227,1.6101
1.6408,2.2967
0.028428,3.9175
-0.2683,3.3789
-0.27088,-2.0215
2.0289,3.1098
